50	0	17	7	3	15	5	5	9	5	6	9	2	2	0	6	3	5	0	6	11	2	0	2	5	0	0	2	0	5	0	7	0	0	0	0	0	2	0	3	0	
48	4	18	8	6	21	6	2	8	4	3	10	3	3	2	5	4	4	3	5	5	6	0	0	4	2	0	3	1	2	2	4	0	0	0	0	2	1	0	3	0	
42	4	9	8	6	13	6	0	9	8	4	7	2	4	4	4	4	0	2	3	2	3	0	2	3	2	2	0	0	2	2	3	4	0	0	0	0	2	0	3	2	
37	4	4	4	4	39	2	7	12	14	8	11	0	4	5	0	2	0	5	7	5	4	5	0	0	0	0	2	0	0	1	2	0	4	0	0	0	4	0	0	0	
38	4	12	3	4	23	2	7	2	7	6	5	2	6	0	2	4	2	2	5	4	3	2	0	2	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	
49	5	11	6	6	27	7	7	8	5	4	6	2	5	2	3	3	3	2	8	3	4	2	2	3	0	2	2	0	0	2	0	0	0	1	0	4	2	2	2	0	
27	8	8	12	9	20	7	6	4	2	4	4	2	4	2	7	6	0	13	2	7	4	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	
39	9	19	0	7	18	5	0	9	5	7	10	0	3	1	2	0	4	5	8	2	1	4	4	0	0	0	2	1	3	0	2	0	2	0	0	0	2	0	0	0	
52	5	11	5	18	26	6	3	12	7	5	6	5	2	3	8	3	1	3	6	2	4	0	3	3	2	0	0	0	2	3	0	2	0	0	2	0	2	0	3	0	
32	7	12	4	11	24	8	5	9	7	9	9	4	7	0	9	4	2	9	7	2	7	0	8	2	2	0	2	0	0	0	0	0	2	0	0	2	4	2	7	0	
48	4	17	2	14	25	8	4	10	6	1	11	5	2	3	7	5	0	4	4	5	3	2	2	1	2	0	0	0	0	2	2	0	2	0	0	0	0	0	1	0	
36	4	7	0	15	19	1	5	7	2	7	7	2	0	5	6	6	7	4	2	4	3	3	1	2	0	0	1	0	0	4	2	0	0	0	0	2	2	0	0	0	
32	8	9	4	12	16	6	2	9	1	3	4	3	3	2	2	4	6	6	4	0	8	1	2	0	0	0	1	0	2	2	2	0	0	0	0	1	4	1	0	0	
35	4	3	4	11	14	5	3	11	3	9	10	4	0	3	3	5	5	14	0	3	2	0	8	0	2	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	
61	6	15	3	13	19	3	2	7	5	4	3	1	1	0	15	1	0	7	1	2	5	5	0	3	0	0	0	1	1	7	3	0	6	0	0	0	0	0	0	0	
31	6	5	4	3	15	1	1	7	2	8	6	2	0	0	1	0	0	0	2	1	6	0	2	0	0	0	2	1	0	3	1	0	0	3	0	2	2	0	2	1	
36	7	2	3	15	11	2	3	5	3	10	5	4	4	3	3	3	7	7	4	3	4	3	2	0	0	0	0	0	2	0	0	0	0	0	6	6	0	0	2	0	
35	3	6	3	6	23	1	9	12	4	7	8	4	4	1	4	3	4	6	2	3	1	0	4	0	0	3	0	0	0	0	0	0	0	1	0	2	4	1	3	0	
38	7	6	8	8	18	4	7	11	2	5	8	2	1	1	4	3	5	1	4	5	1	0	3	3	0	0	1	1	1	3	1	0	0	0	1	4	2	0	1	0	
60	11	35	11	13	42	11	0	13	6	0	4	0	6	0	4	0	4	2	6	8	4	6	2	6	0	0	0	0	4	4	6	0	2	0	0	0	6	0	0	2	
42	3	7	5	7	25	6	2	16	5	7	5	7	3	0	5	0	3	0	3	2	0	0	6	4	0	0	1	0	0	7	4	0	0	0	1	0	0	0	0	0	
23	7	4	0	2	15	4	4	13	0	4	13	9	7	4	0	7	0	7	2	0	4	1	2	0	0	0	0	0	0	4	0	1	0	0	0	2	3	0	4	0	
25	3	3	0	7	10	0	1	16	1	10	9	7	7	7	7	9	10	0	0	7	3	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	3	0	1	0	
26	7	5	3	6	16	3	0	10	3	3	8	2	6	2	0	2	3	5	0	5	3	0	0	0	2	3	0	0	0	4	0	0	0	0	0	2	0	0	2	1	
46	1	3	5	14	21	3	0	19	3	7	7	3	5	0	5	0	3	17	5	3	0	7	3	0	0	0	0	0	0	3	0	0	0	0	0	3	12	5	0	3	
33	7	16	6	8	15	0	3	10	13	3	8	2	2	1	0	3	5	6	3	4	2	0	0	4	2	0	0	2	0	2	5	0	0	0	0	2	2	2	0	0	
33	12	10	10	8	37	2	3	11	0	10	11	6	5	0	12	3	6	6	5	0	3	0	10	0	0	0	0	0	3	12	0	0	0	2	2	0	6	0	3	0	
36	1	11	3	6	22	0	1	10	7	4	7	0	7	2	10	0	16	1	3	4	0	3	2	2	0	0	1	0	2	1	0	2	0	0	0	0	2	0	0	0	
40	0	4	5	9	31	4	4	13	4	5	6	0	6	6	4	0	5	12	6	2	4	5	5	0	4	0	2	2	0	6	4	0	0	0	0	2	2	0	8	2	
29	2	2	10	14	20	1	4	10	0	7	11	2	1	2	0	0	4	7	2	0	2	0	2	0	2	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	
